University,Country,City,Region,Logo,Link,Type,Size,Faculty_count,International_Students,Students_count,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Latitude,Longitude
Fudan University,China (Mainland),Shanghai,Asia,https://www.topuniversities.com/sites/default/files/fudan-university_218_small.jpg,https://www.topuniversities.com/universities/fudan-university,Public,L,4526,5322,27156,43,40,44,40,34,31,31.30104395,121.500455
"University of California, Berkeley (UCB)",United States,Berkeley,North America,https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg,https://www.topuniversities.com/universities/university-california-berkeley-ucb,Public,XL,3701,9428,40711,28,27,27,28,30,32,37.871666,-122.272781
Kyoto University,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/kyoto-university_328_small.jpg,https://www.topuniversities.com/universities/kyoto-university,Public,L,3911,2863,23466,37,36,35,33,38,33,35.0202814,135.774069
The Hong Kong University of Science and Technology,Hong Kong SAR,Hong Kong,Asia,https://www.topuniversities.com/sites/default/files/the-hong-kong-university-of-science-and-technology_269_small.jpg,https://www.topuniversities.com/universities/hong-kong-university-science-technology,Public,M,697,3033,5576,36,30,37,32,27,34,22.3358031,114.2659088
King's College London,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/kings-college-london_357_small.jpg,https://www.topuniversities.com/universities/kings-college-london,Public,L,4216,15075,29512,21,23,31,33,31,35,51.5151076,-0.110672525
Seoul National University,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/graduate-school-of-business-seoul-national-university_553_small.jpg,https://www.topuniversities.com/universities/seoul-national-university,Public,L,3859,1914,27013,35,36,36,37,37,36,37.4556576,126.9507575
The University of Melbourne,Australia,Parkville,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-melbourne_399_small.jpg,https://www.topuniversities.com/universities/university-melbourne,Public,S,4835,21406,91865,42,41,39,38,41,37,-37.8374767,145.0413084
The University of Sydney,Australia,Sydney,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-sydney_592560cf2aeae70239af4cd0_small.jpg,https://www.topuniversities.com/universities/university-sydney,Public,XL,3571,25940,46423,46,50,42,42,40,38,-33.88888125,151.1894143
The Chinese University of Hong Kong (CUHK),Hong Kong SAR,Hong Kong,Asia,https://www.topuniversities.com/sites/default/files/the-chinese-university-of-hong-kong-cuhk_123_small.jpg,https://www.topuniversities.com/universities/chinese-university-hong-kong-cuhk,Public,L,2201,6062,17608,44,46,49,46,43,39,22.420178,114.2078697
"University of California, Los Angeles (UCLA)",United States,Los Angeles,North America,https://www.topuniversities.com/sites/default/files/university-of-california-los-angeles-ucla_87_small.jpg,https://www.topuniversities.com/universities/university-california-los-angeles-ucla,Public,XL,4487,6140,44870,31,33,32,35,36,40,34.052238,-118.24334
KAIST - Korea Advanced Institute of Science & Technology,South Korea,Daejeon,Asia,https://www.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg,https://www.topuniversities.com/universities/kaist-korea-advanced-institute-science-technology,Public,M,1307,869,10456,46,41,40,41,39,41,37.59379745,127.046716
New York University (NYU),United States,New York City,North America,https://www.topuniversities.com/sites/default/files/new-york-university-nyu_448_small.jpg,https://www.topuniversities.com/universities/new-york-university-nyu,Private,XL,7874,16218,47244,46,52,43,39,35,42,44.22842101,-74.69958787
The University of New South Wales (UNSW Sydney),Australia,Sydney,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-new-south-wales-unsw-sydney_447_small.jpg,https://www.topuniversities.com/universities/university-new-south-wales-unsw-sydney,Public,XL,3219,21603,45066,49,45,45,43,44,43,-33.9160479,151.2319628
Université PSL,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-psl_592560e69988f300e2321dfe_small.jpg,https://www.topuniversities.com/universities/universite-psl,Public,L,3914,4922,19570,0,0,50,53,52,44,48.8546859,2.337835674
Zhejiang University,China (Mainland),Hangzhou,Asia,https://www.topuniversities.com/sites/default/files/zhejiang-university_592560cf2aeae70239af4d37_small.jpg,https://www.topuniversities.com/universities/zhejiang-university,Public,XL,6065,9177,42455,110,87,68,54,53,45,30.1948337,120.1231848
University of British Columbia,Canada,Vancouver,North America,https://www.topuniversities.com/sites/default/files/university-of-british-columbia_70_small.jpg,https://www.topuniversities.com/universities/university-british-columbia,Public,XL,6201,15399,55809,45,51,47,51,45,46,49.25839375,-123.2465816
The University of Queensland,Australia,Brisbane City,Oceania,https://www.topuniversities.com/sites/default/files/210824044126am970441uq-logo-48x48.jpg,https://www.topuniversities.com/universities/university-queensland,Public,XL,3513,22241,42156,51,47,48,47,46,47,-27.49741805,153.0131696
"University of California, San Diego (UCSD)",United States,San Diego,North America,https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg,https://www.topuniversities.com/universities/university-california-san-diego-ucsd,Public,XL,4545,8567,36360,40,38,41,45,54,48,32.87924375,-117.2311247
Institut Polytechnique de Paris,France,Palaiseau Cedex,Europe,https://www.topuniversities.com/sites/default/files/institut-polytechnique-de-paris_5f3a6d4210ca6076bc71cae4_small.jpg,https://www.topuniversities.com/universities/institut-polytechnique-de-paris,Public,M,1057,2413,6342,0,0,0,0,0,49,48.71298485,2.199697001
The London School of Economics and Political Science (LSE),United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/london-school-of-economics-and-political-science-lse_362_small.jpg,https://www.topuniversities.com/universities/london-school-economics-political-science-lse,Public,M,1172,8274,11720,37,35,38,44,49,49,51.513807,-0.116669
Shanghai Jiao Tong University,China (Mainland),Shanghai,Asia,https://www.topuniversities.com/sites/default/files/shanghai-jiao-tong-university_556_small.jpg,https://www.topuniversities.com/universities/shanghai-jiao-tong-university,Public,XL,4386,6371,39474,61,62,59,60,47,51,31.20089115,121.4283949
Technical University of Munich,Germany,Munich,Europe,https://www.topuniversities.com/sites/default/files/technical-university-of-munich_599_small.jpg,https://www.topuniversities.com/universities/technical-university-munich,Public,XL,6663,11447,33315,60,64,61,55,50,51,48.14984609,11.56788166
Duke University,United States,Durham,North America,https://www.topuniversities.com/sites/default/files/duke-university_168_small.jpg,https://www.topuniversities.com/universities/duke-university,Private,L,5673,3445,17019,24,21,26,25,42,53,36.002344,-78.938597
Carnegie Mellon University,United States,Pittsburgh,North America,https://www.topuniversities.com/sites/default/files/carnegie-mellon-university_101_small.jpg,https://www.topuniversities.com/universities/carnegie-mellon-university,Private,L,1534,5739,13806,58,47,46,48,51,54,40.443598,-79.943485
City University of Hong Kong,Hong Kong SAR,Hong Kong,Asia,https://www.topuniversities.com/sites/default/files/city-university-of-hong-kong_592560cf2aeae70239af4b05_small.jpg,https://www.topuniversities.com/universities/city-university-hong-kong,Public,M,1483,5331,8898,55,49,55,52,48,54,22.3400204,114.1697166
University of Amsterdam,Netherlands,Amsterdam,Europe,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,https://www.topuniversities.com/universities/university-amsterdam,Public,XL,6000,7969,66000,57,58,57,64,61,56,52.36813335,4.889804156
Tokyo Institute of Technology (Tokyo Tech),Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/tokyo-institute-of-technology_592560cf2aeae70239af4ceb_small.jpg,https://www.topuniversities.com/universities/tokyo-institute-technology-tokyo-tech,Public,M,1492,1622,10444,56,56,58,58,56,57,35.60511416,139.6834015
Delft University of Technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,https://www.topuniversities.com/universities/delft-university-technology,Public,L,2041,6104,20410,62,54,52,50,57,58,51.99882735,4.373960368
Monash University,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/monash-university_412_small.jpg,https://www.topuniversities.com/universities/monash-university,Public,XL,3852,31049,57780,65,60,59,58,55,59,-37.91077635,145.1348065
Brown University,United States,Providence,North America,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,https://www.topuniversities.com/universities/brown-university,Private,M,1389,2002,9723,49,53,56,57,60,60,41.826853,-71.402925
The University of Warwick,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small.jpg,https://www.topuniversities.com/universities/university-warwick,Public,L,2634,10459,23706,51,57,54,62,62,61,51.5070185,-0.302807537
University of Bristol,United Kingdom,Bristol,Europe,https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg,https://www.topuniversities.com/universities/university-bristol,Public,L,20311,7483,162488,41,44,51,49,58,62,51.4576128,-2.601620651
Ruprecht-Karls-Universität Heidelberg,Germany,Heidelberg,Europe,https://www.topuniversities.com/sites/default/files/ruprecht-karls-universitaet-heidelberg_259_small.jpg,https://www.topuniversities.com/universities/ruprecht-karls-universitat-heidelberg,Public,L,4100,4048,20500,72,68,64,66,64,63,49.4167814,8.6691206
Ludwig-Maximilians-Universität München,Germany,Munich,Europe,https://www.topuniversities.com/sites/default/files/ludwig-maximilians-universitt-mnchen_420_small.jpg,https://www.topuniversities.com/universities/ludwig-maximilians-universitat-munchen,Public,XL,3914,5958,35226,68,66,62,63,63,64,48.1500956,11.5943825
Universiti Malaya (UM),Malaysia,Kuala Lumpur,Asia,https://www.topuniversities.com/sites/default/files/universiti-malaya-um_383_small.jpg,https://www.topuniversities.com/universities/universiti-malaya-um,Public,L,2386,3340,19088,133,114,87,70,59,65,3.1255683,101.6558223
The Hong Kong Polytechnic University,Hong Kong SAR,Hong Kong,Asia,https://www.topuniversities.com/sites/default/files/the-hong-kong-polytechnic-university_267_small.jpg,https://www.topuniversities.com/universities/hong-kong-polytechnic-university,Public,L,2822,5774,19754,111,95,106,91,75,66,22.3044867,114.1796935
University of Texas at Austin,United States,Austin,North America,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,https://www.topuniversities.com/universities/university-texas-austin,Public,XL,2887,4953,49079,67,67,63,65,71,67,30.2852198,-97.73389273
National Taiwan University (NTU),Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/national-taiwan-university-ntu_592560cf2aeae70239af4c3c_small.jpg,https://www.topuniversities.com/universities/national-taiwan-university-ntu,Public,L,2939,5058,29390,68,76,72,69,66,68,25.01682835,121.5384692
Universidad de Buenos Aires (UBA),Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,Public,XL,16103,29516,112721,85,75,73,73,66,69,-34.59968436,-58.37302659
KU Leuven,Belgium,Leuven,Europe,https://www.topuniversities.com/sites/default/files/ku-leuven_592560cf2aeae70239af4aec_small.jpg,https://www.topuniversities.com/universities/ku-leuven,Public,XL,2677,8485,48186,79,71,81,79,84,70,50.8676953,4.685170081
University of Zurich,Switzerland,Zürich,Europe,https://www.topuniversities.com/sites/default/files/university-of-zurich_693_small.jpg,https://www.topuniversities.com/universities/university-zurich,Public,L,3761,5044,22566,80,73,78,75,69,70,47.49684345,8.729807168
Sorbonne University,France,,Europe,https://www.topuniversities.com/sites/default/files/sorbonne-university_5a6afcfecb4de709397114fe_small.jpg,https://www.topuniversities.com/universities/sorbonne-university,Public,XL,4680,8782,42120,0,0,75,76,83,72,48.8468997,2.357448653
University of Glasgow,United Kingdom,Glasgow,Europe,https://www.topuniversities.com/sites/default/files/university-of-glasgow_592560cf2aeae70239af4b6c_small.jpg,https://www.topuniversities.com/universities/university-glasgow,Public,L,3314,11065,29826,63,65,69,67,77,73,55.87231535,-4.289219113
Korea University,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,https://www.topuniversities.com/universities/korea-university,Private,L,4026,3325,24156,98,90,86,83,69,74,36.61156855,127.2875512
Osaka University,Japan,Osaka City,Asia,https://www.topuniversities.com/sites/default/files/osaka-university_472_small.jpg,https://www.topuniversities.com/universities/osaka-university,Public,L,3127,2268,21889,63,63,67,71,72,75,40.2755037,-111.6792634
University of Wisconsin-Madison,United States,Madison,North America,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-madison_678_small.jpg,https://www.topuniversities.com/universities/university-wisconsin-madison,Public,XL,5166,5737,41328,53,55,53,56,65,75,43.073858,-89.405356
University of Southampton,United Kingdom,Southampton,Europe,https://www.topuniversities.com/sites/default/files/university-of-southampton_567_small.jpg,https://www.topuniversities.com/universities/university-southampton,Public,L,2468,8417,22212,87,102,96,97,90,77,50.93703355,-1.405009962
